"exporter","partner","flow","year","balanced_value","country_exporter","exporter_gdp","exporter_tariff","country_partner","partner_gdp","partner_tariff","geo_dist","common_language","common_colonizer"
"CZ","DK","export",2019,397.463417,"Czechia",217279912681.73,2.55,"Denmark",332088518944.146,2.55,5.8660305905186,1,1
"CZ","DZ","export",2019,26.549893,"Czechia",217279912681.73,2.55,"Algeria",202300870247.92,12.49,17.5135823799073,1,1
"CZ","EC","export",2019,4.011135,"Czechia",217279912681.73,2.55,"Ecuador",103544017315.435,9.8,105.688449066006,1,1
"CZ","EE","export",2019,46.467479,"Czechia",217279912681.73,2.55,"Estonia",27307395871.0676,2.55,13.9008639939322,1,1
"CZ","EG","export",2019,53.168647,"Czechia",217279912681.73,2.55,"Egypt, Arab Rep.",398080548973.052,14.43,26.1687387905665,1,1
"CZ","ES","export",2019,622.495935,"Czechia",217279912681.73,2.55,"Spain",1333521400432.69,2.55,20.5715646218004,1,1
"CZ","FI","export",2019,280.099048,"Czechia",217279912681.73,2.55,"Finland",253433824168.6,2.55,14.5712877414627,1,1
"CZ","FJ","export",2019,0.470414,"Czechia",217279912681.73,2.55,"Fiji",5215934671.17566,20.84,177.612873856164,1,1
"CZ","FR","export",2019,1233.402742,"Czechia",217279912681.73,2.55,"France",2608036638906.12,2.55,12.1626911066428,1,1
"CZ","GA","export",2019,2.891257,"Czechia",217279912681.73,2.55,"Gabon",15460241661.1259,18.65,49.969129023973,1,1
"CZ","GB","export",2019,1731.688318,"Czechia",217279912681.73,2.55,"United Kingdom",3156963552417.56,2.55,14.6669664089072,1,1
"CZ","GD","export",2019,0.020219,"Czechia",217279912681.73,2.55,"Grenada",1134939081.03144,10.55,85.1345657558932,1,1
"CZ","GH","export",2019,11.669089,"Czechia",217279912681.73,2.55,"Ghana",62503939826.8611,12.44,46.9073840657193,1,1
"CZ","GN","export",2019,0.491408,"Czechia",217279912681.73,2.55,"Guinea",12075307751.6835,12.67,50.5571903744221,1,1
"CZ","GR","export",2019,94.008424,"Czechia",217279912681.73,2.55,"Greece",206033167050.895,2.55,15.2610615620277,1,1
"CZ","GW","export",2019,0.069303,"Czechia",217279912681.73,2.55,"Guinea-Bissau",1392924525.82696,12.66,48.6497098324111,1,1
"CZ","GY","export",2019,1.175145,"Czechia",217279912681.73,2.55,"Guyana",5071030135.73162,9.48,84.5490257122392,1,1
"CZ","HK","export",2019,105.95891,"Czechia",217279912681.73,2.55,"Hong Kong SAR, China",331813870172.854,0,103.528298231825,1,1
"CZ","HR","export",2019,82.926808,"Czechia",217279912681.73,2.55,"Croatia",57823926882.8566,2.55,4.56520881840032,1,1
"CZ","HU","export",2019,633.482659,"Czechia",217279912681.73,2.55,"Hungary",148241697677.304,2.55,5.29845655723438,1,1
"CZ","ID","export",2019,58.275377,"Czechia",217279912681.73,2.55,"Indonesia",1049330233997.45,6.71,108.095121537365,1,1
"CZ","IE","export",2019,986.852597,"Czechia",217279912681.73,2.55,"Ireland",380522433254.095,2.55,20.9345303930563,1,1
"CZ","IN","export",2019,186.227075,"Czechia",217279912681.73,2.55,"India",2689205295885.31,10.21,66.3572245459716,1,1
"CZ","IR","export",2019,29.260976,"Czechia",217279912681.73,2.55,"Iran, Islamic Rep.",435344072056.544,16.18,39.7155009396696,1,1
"CZ","IS","export",2019,17.222519,"Czechia",217279912681.73,2.55,"Iceland",20729999825.0446,1.17,39.0174640385559,1,1
"CZ","IT","export",2019,994.219085,"Czechia",217279912681.73,2.55,"Italy",1922107755078.16,2.55,8.44104652543155,1,1
"CZ","JP","export",2019,347.195586,"Czechia",217279912681.73,2.55,"Japan",4564332550096.38,5.91,126.145110070814,1,1
"CZ","KE","export",2019,8.29501,"Czechia",217279912681.73,2.55,"Kenya",84264984851.3549,13.08,56.0536074681094,1,1
"CZ","KG","export",2019,2.251165,"Czechia",217279912681.73,2.55,"Kyrgyz Republic",7920623120.2686,5.57,60.5959419341667,1,1
"CZ","KM","export",2019,0.063571,"Czechia",217279912681.73,2.55,"Comoros",1130604685.41085,12.47,68.1651158470702,1,1
"CZ","KN","export",2019,0.113246,"Czechia",217279912681.73,2.55,"St. Kitts and Nevis",1046924638.78381,14.3,83.8394676145364,1,1
"CZ","KW","export",2019,42.160466,"Czechia",217279912681.73,2.55,"Kuwait",118077765457.421,3.9,39.4712036525085,1,1
"CZ","KZ","export",2019,73.088566,"Czechia",217279912681.73,2.55,"Kazakhstan",211106940610.612,5.39,57.0467056427354,1,1
"CZ","LA","export",2019,0.93443,"Czechia",217279912681.73,2.55,"Lao PDR",18491844275.7106,2.72,93.8654100288802,1,1
"CZ","LB","export",2019,15.61704,"Czechia",217279912681.73,2.55,"Lebanon",46727888410.6848,4.97,26.5955994939858,1,1
"CZ","LC","export",2019,0.103654,"Czechia",217279912681.73,2.55,"St. Lucia",1974662679.79464,8.71,83.6043019792911,1,1
"CZ","LK","export",2019,5.378011,"Czechia",217279912681.73,2.55,"Sri Lanka",97149412680.2905,16.38,78.3984836112567,1,1
"CZ","LS","export",2019,0.277222,"Czechia",217279912681.73,2.55,"Lesotho",2299976266.27346,7.45,80.4817368965711,1,1
"CZ","LT","export",2019,64.964527,"Czechia",217279912681.73,2.55,"Lithuania",49002127329.2631,2.55,11.8090644610189,1,1
"CZ","LV","export",2019,32.029353,"Czechia",217279912681.73,2.55,"Latvia",29335802338.5259,2.55,11.8476583715475,1,1
"CZ","MA","export",2019,32.963207,"Czechia",217279912681.73,2.55,"Morocco",123651944968.713,4.33,26.6667962226024,1,1
"CZ","MG","export",2019,0.654748,"Czechia",217279912681.73,2.55,"Madagascar",13186360203.1442,8.89,76.4840260170567,1,1
"CZ","MK","export",2019,22.977161,"Czechia",217279912681.73,2.55,"North Macedonia",11185494933.6944,3.38,10.7274354603325,1,1
"CZ","ML","export",2019,2.836639,"Czechia",217279912681.73,2.55,"Mali",19167003985.7703,11.77,43.632109448713,1,1
"CZ","MM","export",2019,3.331055,"Czechia",217279912681.73,2.55,"Myanmar",75854734833.6027,3.68,88.2628898959115,1,1
"CZ","MN","export",2019,15.441803,"Czechia",217279912681.73,2.55,"Mongolia",14174566537.4555,5.03,92.4595473142547,1,1
"CZ","MO","export",2019,4.17604,"Czechia",217279912681.73,2.55,"Macao SAR, China",50961553655.6194,0,102.95924244714,1,1
"CZ","MR","export",2019,0.231694,"Czechia",217279912681.73,2.55,"Mauritania",7171275534.84383,12.55,44.1017289910498,1,1
"CZ","MT","export",2019,61.247117,"Czechia",217279912681.73,2.55,"Malta",14876818842.7753,2.55,14.2003521083106,1,1
"CZ","MU","export",2019,3.864522,"Czechia",217279912681.73,2.55,"Mauritius",13871328044.4569,1.3,82.4144585481079,1,1
"CZ","MV","export",2019,1.418858,"Czechia",217279912681.73,2.55,"Maldives",5460112146.92445,13.25,74.7984378984247,1,1
"CZ","MW","export",2019,1.237201,"Czechia",217279912681.73,2.55,"Malawi",10842133933.7208,7.08,66.9346851374121,1,1
"CZ","NE","export",2019,2.006664,"Czechia",217279912681.73,2.55,"Niger",12212475570.6373,12.18,38.5959036788739,1,1
"CZ","NI","export",2019,15.735809,"Czechia",217279912681.73,2.55,"Nicaragua",13096437236.4148,3.19,107.662452939216,1,1
"CZ","NL","export",2019,1422.070859,"Czechia",217279912681.73,2.55,"Netherlands",854304699526.719,2.55,9.79524787276463,1,1
"CZ","NO","export",2019,229.247569,"Czechia",217279912681.73,2.55,"Norway",410249333418.695,3.24,10.484938234334,1,1
"CZ","NP","export",2019,6.404955,"Czechia",217279912681.73,2.55,"Nepal",30605298792.5448,20.2,74.3384684369782,1,1
"CZ","NZ","export",2019,6.444845,"Czechia",217279912681.73,2.55,"New Zealand",202429793153.827,2.01,186.065380608242,1,1
"CZ","OM","export",2019,24.623878,"Czechia",217279912681.73,2.55,"Oman",83053651985.4157,3.27,51.5267663635998,1,1
"CZ","PE","export",2019,12.764156,"Czechia",217279912681.73,2.55,"Peru",215017545590.315,1.27,110.625673638125,1,1
"CZ","PF","export",2019,0.626481,"Czechia",217279912681.73,2.55,"French Polynesia",5944964791.60003,6.56,177.39863913483,1,1
"CZ","PG","export",2019,2.020398,"Czechia",217279912681.73,2.55,"Papua New Guinea",24719771866.5529,11.28,145.454586296056,0,1
"CZ","PH","export",2019,44.845314,"Czechia",217279912681.73,2.55,"Philippines",396224439236.642,3.54,112.287246076506,1,1
"CZ","PK","export",2019,7.35554,"Czechia",217279912681.73,2.55,"Pakistan",363242090361.647,12.55,60.9569055553913,0,1
"CZ","PL","export",2019,1580.342849,"Czechia",217279912681.73,2.55,"Poland",577884228677.544,2.55,6.90967834916358,1,1
"CZ","PT","export",2019,76.510503,"Czechia",217279912681.73,2.55,"Portugal",221866334950.967,2.55,26.1646477492908,1,1
"CZ","PY","export",2019,1.342311,"Czechia",217279912681.73,2.55,"Paraguay",40677000526.59,8.14,104.288218414162,1,1
"CZ","QA","export",2019,68.867843,"Czechia",217279912681.73,2.55,"Qatar",167371229300.128,4.13,44.6534713096306,1,1
"CZ","RU","export",2019,1302.516644,"Czechia",217279912681.73,2.55,"Russian Federation",1461551317106.21,6.86,23.9428576592039,1,1
"CZ","RW","export",2019,1.940206,"Czechia",217279912681.73,2.55,"Rwanda",11174486378.2125,11.64,54.3311058477967,0,1
"CZ","SB","export",2019,0.086255,"Czechia",217279912681.73,2.55,"Solomon Islands",1487659506.79743,16.85,157.236411006625,1,1
"CZ","SC","export",2019,1.100029,"Czechia",217279912681.73,2.55,"Seychelles",1901895701.03715,8.91,68.4066716983401,1,1
"CZ","SE","export",2019,418.149703,"Czechia",217279912681.73,2.55,"Sweden",546393370721.116,2.55,9.92858916910655,1,1
"CZ","SG","export",2019,453.4259,"Czechia",217279912681.73,2.55,"Singapore",349888458531.086,1.2,101.87447104588,1,1
"CZ","SI","export",2019,139.356882,"Czechia",217279912681.73,2.55,"Slovenia",50002578162.6734,2.55,4.03388098210644,1,1
"CZ","SK","export",2019,1998.203384,"Czechia",217279912681.73,2.55,"Slovak Republic",99543529164.3085,2.55,3.34797139242557,1,1
"CZ","SN","export",2019,1.585836,"Czechia",217279912681.73,2.55,"Senegal",22560634320.127,12.78,47.6909992847476,1,1
"CZ","SR","export",2019,0.460692,"Czechia",217279912681.73,2.55,"Suriname",5256433828.6406,10.76,82.5229135685628,1,1
"CZ","ST","export",2019,12.305236,"Czechia",217279912681.73,2.55,"Sao Tome and Principe",303157496.465873,10,50.4931370371813,1,1
"CZ","SV","export",2019,1.753815,"Czechia",217279912681.73,2.55,"El Salvador",25779775126.5993,3.37,109.819604182901,1,1
"CZ","SZ","export",2019,0.260857,"Czechia",217279912681.73,2.55,"Eswatini",4415541767.22971,8.46,78.2364616715819,1,1
"CZ","TG","export",2019,0.290312,"Czechia",217279912681.73,2.55,"Togo",6859436220.97836,11.83,45.8400618714437,1,1
"CZ","TR","export",2019,185.348182,"Czechia",217279912681.73,2.55,"Turkiye",997053346501.186,3.67,21.038123345225,1,1
"CZ","TZ","export",2019,3.510779,"Czechia",217279912681.73,2.55,"Tanzania",60363511324.6004,12.15,60.1688215481149,1,1
"CZ","UA","export",2019,677.647991,"Czechia",217279912681.73,2.55,"Ukraine",101944118786.821,4.31,16.0697904397599,1,1
"CZ","UG","export",2019,7.899493,"Czechia",217279912681.73,2.55,"Uganda",39600047064.28,12.41,52.973046112423,1,1
"CZ","US","export",2019,1966.634776,"Czechia",217279912681.73,2.55,"United States",20159639089698.1,8.7,92.1207583766488,1,1
"CZ","UY","export",2019,5.126974,"Czechia",217279912681.73,2.55,"Uruguay",60329073609.8215,9.94,110.508796834862,1,1
"CZ","VC","export",2019,0.297117,"Czechia",217279912681.73,2.55,"St. Vincent and the Grenadines",863155611.051759,8.98,84.1846389524574,1,1
"CZ","VN","export",2019,52.663414,"Czechia",217279912681.73,2.55,"Viet Nam",314947640805.601,5.68,95.9473878406588,1,1
"CZ","ZA","export",2019,54.542158,"Czechia",217279912681.73,2.55,"South Africa",359483563936.676,8.37,77.0730897894259,1,1
"DE","AE","export",2019,2921.602503,"Germany",3673343090742.63,2.55,"United Arab Emirates",403336245504.457,4.24,49.6859318094951,1,1
"DE","AG","export",2019,11.988365,"Germany",3673343090742.63,2.55,"Antigua and Barbuda",1692541753.29144,12.39,83.1609812425142,1,1
"DE","AL","export",2019,183.562229,"Germany",3673343090742.63,2.55,"Albania",13025007474.8895,1.47,12.8991621517756,1,1
"DE","AM","export",2019,80.931619,"Germany",3673343090742.63,2.55,"Armenia",12867495497.6469,6.3,33.4464831949325,1,1
"DE","AO","export",2019,167.223183,"Germany",3673343090742.63,2.55,"Angola",86262880684.9456,8.65,61.3665602332972,1,1
"DE","AR","export",2019,984.313387,"Germany",3673343090742.63,2.55,"Argentina",571450737224.442,12.18,113.030249655165,1,1
"DE","AT","export",2019,15752.148759,"Germany",3673343090742.63,2.55,"Austria",413365268699.049,2.55,5.22793054446977,1,1
"DE","AU","export",2019,2665.058583,"Germany",3673343090742.63,2.55,"Australia",1492847874023.89,2.03,161.658493575191,1,1
"DE","AW","export",2019,18.044294,"Germany",3673343090742.63,2.55,"Aruba",3229876351.25335,10.92,92.5944359991463,1,1
"DE","AZ","export",2019,384.045733,"Germany",3673343090742.63,2.55,"Azerbaijan",53599371992.657,15.32,38.442343606903,1,1
"DE","BA","export",2019,273.363266,"Germany",3673343090742.63,2.55,"Bosnia and Herzegovina",18679105433.9912,5.32,10.0134417491939,1,1
"DE","BD","export",2019,175.110784,"Germany",3673343090742.63,2.55,"Bangladesh",257958323968.613,12.19,82.1741662696306,1,1
"DE","BE","export",2019,11574.96985,"Germany",3673343090742.63,2.55,"Belgium",494099718080.569,2.55,9.22493182136866,1,1
"DE","BF","export",2019,54.333814,"Germany",3673343090742.63,2.55,"Burkina Faso",15030172259.3791,11.41,42.9363538074181,1,1
"DE","BG","export",2019,858.434082,"Germany",3673343090742.63,2.55,"Bulgaria",57196630543.6142,2.55,13.9648901416696,1,1
"DE","BH","export",2019,323.203188,"Germany",3673343090742.63,2.55,"Bahrain",36906448210.9064,3.68,45.5903811345727,1,1
"DE","BI","export",2019,4.768514,"Germany",3673343090742.63,2.55,"Burundi",3207836406.88248,11.78,58.1168846104107,1,1
"DE","BJ","export",2019,33.868832,"Germany",3673343090742.63,2.55,"Benin",14179807374.6843,11.67,47.2452321707375,1,1
"DE","BM","export",2019,1016.510651,"Germany",3673343090742.63,2.55,"Bermuda",6840850356.57848,39.96,80.7915427380862,1,1
"DE","BN","export",2019,60.58755,"Germany",3673343090742.63,2.55,"Brunei Darussalam",13278735782.1319,0.15,112.1519944923,1,1
"DE","BO","export",2019,59.248206,"Germany",3673343090742.63,2.55,"Bolivia",38193230080.2463,9.95,106.383026583191,0,1
"DE","BR","export",2019,2486.944392,"Germany",3673343090742.63,2.55,"Brazil",1819683217699.38,13.43,91.8023251230599,1,1
"DE","BT","export",2019,1.790677,"Germany",3673343090742.63,2.55,"Bhutan",2651940022.25787,8.13,80.3225397326859,1,1
"DE","BW","export",2019,26.382595,"Germany",3673343090742.63,2.55,"Botswana",16212015760.8999,8.19,78.2873159528981,1,1
"DE","BY","export",2019,220.740024,"Germany",3673343090742.63,2.55,"Belarus",59040547744.6036,7.93,14.1444468962204,1,1
"DE","BZ","export",2019,9.314292,"Germany",3673343090742.63,2.55,"Belize",2271360752.35822,10.88,108.146004335199,1,1
"DE","CA","export",2019,3132.893506,"Germany",3673343090742.63,2.55,"Canada",1696605090551.84,2.1,89.4103847324236,1,1
"DE","CH","export",2019,24985.222032,"Germany",3673343090742.63,2.55,"Switzerland",747109782755.794,5.41,8.1837741761909,1,1
"DE","CI","export",2019,86.675359,"Germany",3673343090742.63,2.55,"Cote d'Ivoire",59010785540.9857,12.13,49.3888264489044,1,1
"DE","CL","export",2019,899.494139,"Germany",3673343090742.63,2.55,"Chile",261676645417.276,1.04,120.298541005266,1,1
"DE","CM","export",2019,65.345525,"Germany",3673343090742.63,2.55,"Cameroon",37502066832.7403,18.56,48.7200753602547,1,1
"DE","CN","export",2019,18962.715725,"Germany",3673343090742.63,2.55,"China",14579283528148.4,5.39,103.785980981821,1,1
"DE","CO","export",2019,585.685344,"Germany",3673343090742.63,2.55,"Colombia",321405606655.842,2.85,100.616787641923,1,1
"DE","CR","export",2019,180.570717,"Germany",3673343090742.63,2.55,"Costa Rica",64382494195.8393,3.22,106.365125832579,1,1
"DE","CU","export",2019,61.033198,"Germany",3673343090742.63,2.55,"Cuba",91020354637.1474,10.52,100.246749870829,1,1
"DE","CV","export",2019,11.794112,"Germany",3673343090742.63,2.55,"Cabo Verde",2116002110.92756,14.51,52.7053429138726,1,1
"DE","CY","export",2019,862.680371,"Germany",3673343090742.63,2.55,"Cyprus",25246562822.6821,2.55,26.4479333408113,1,1
"DE","CZ","export",2019,6658.868124,"Germany",3673343090742.63,2.55,"Czechia",217279912681.73,2.55,2.63674338320967,1,1
"DE","DK","export",2019,6596.154762,"Germany",3673343090742.63,2.55,"Denmark",332088518944.146,2.55,3.24266762678508,1,1
"DE","DZ","export",2019,281.241575,"Germany",3673343090742.63,2.55,"Algeria",202300870247.92,12.49,18.8412719079392,1,1
"DE","EC","export",2019,161.426031,"Germany",3673343090742.63,2.55,"Ecuador",103544017315.435,9.8,105.985946327457,1,1
"DE","EE","export",2019,888.775138,"Germany",3673343090742.63,2.55,"Estonia",27307395871.0676,2.55,13.2597813582615,1,1
"DE","EG","export",2019,763.963594,"Germany",3673343090742.63,2.55,"Egypt, Arab Rep.",398080548973.052,14.43,28.6967102295716,1,1
"DE","ES","export",2019,8970.415466,"Germany",3673343090742.63,2.55,"Spain",1333521400432.69,2.55,20.9849469271616,1,1
"DE","FI","export",2019,2709.410155,"Germany",3673343090742.63,2.55,"Finland",253433824168.6,2.55,13.8539184751319,1,1
"DE","FJ","export",2019,7.242451,"Germany",3673343090742.63,2.55,"Fiji",5215934671.17566,20.84,179.495490739347,1,1
"DE","FR","export",2019,30799.939112,"Germany",3673343090742.63,2.55,"France",2608036638906.12,2.55,11.6743189592579,1,1
"DE","GA","export",2019,32.988188,"Germany",3673343090742.63,2.55,"Gabon",15460241661.1259,18.65,52.3028718239446,1,1
"DE","GB","export",2019,24014.339515,"Germany",3673343090742.63,2.55,"United Kingdom",3156963552417.56,2.55,13.6228884608474,1,1
"DE","GD","export",2019,1.255508,"Germany",3673343090742.63,2.55,"Grenada",1134939081.03144,10.55,85.3527736091675,1,1
"DE","GH","export",2019,173.407781,"Germany",3673343090742.63,2.55,"Ghana",62503939826.8611,12.44,48.9304524606098,1,1
"DE","GN","export",2019,24.317793,"Germany",3673343090742.63,2.55,"Guinea",12075307751.6835,12.67,51.953591968876,1,1
"DE","GR","export",2019,1355.38675,"Germany",3673343090742.63,2.55,"Greece",206033167050.895,2.55,17.8223105592092,1,1
"DE","GW","export",2019,4.967022,"Germany",3673343090742.63,2.55,"Guinea-Bissau",1392924525.82696,12.66,49.9864069989922,1,1
"DE","GY","export",2019,11.024271,"Germany",3673343090742.63,2.55,"Guyana",5071030135.73162,9.48,84.9633982779396,1,1
"DE","HK","export",2019,2589.455382,"Germany",3673343090742.63,2.55,"Hong Kong SAR, China",331813870172.854,0,105.181690520113,1,1
"DE","HR","export",2019,560.600464,"Germany",3673343090742.63,2.55,"Croatia",57823926882.8566,2.55,7.19959069037262,1,1
"DE","HU","export",2019,4030.390003,"Germany",3673343090742.63,2.55,"Hungary",148241697677.304,2.55,7.55392467529297,1,1
"DE","ID","export",2019,791.686917,"Germany",3673343090742.63,2.55,"Indonesia",1049330233997.45,6.71,110.239682132465,1,1
"DE","IE","export",2019,8317.830101,"Germany",3673343090742.63,2.55,"Ireland",380522433254.095,2.55,19.6832776007681,1,1
"DE","IN","export",2019,4526.792745,"Germany",3673343090742.63,2.55,"India",2689205295885.31,10.21,68.1350771099424,1,1
"DE","IR","export",2019,278.642643,"Germany",3673343090742.63,2.55,"Iran, Islamic Rep.",435344072056.544,16.18,41.5898357094351,1,1
"DE","IS","export",2019,137.163951,"Germany",3673343090742.63,2.55,"Iceland",20729999825.0446,1.17,37.2418956508513,1,1
"DE","IT","export",2019,10816.674878,"Germany",3673343090742.63,2.55,"Italy",1922107755078.16,2.55,10.6890667092876,1,1
"DE","JP","export",2019,7341.579119,"Germany",3673343090742.63,2.55,"Japan",4564332550096.38,5.91,127.453913147729,1,1
"DE","KE","export",2019,125.392596,"Germany",3673343090742.63,2.55,"Kenya",84264984851.3549,13.08,58.6900520381077,1,1
"DE","KG","export",2019,33.075947,"Germany",3673343090742.63,2.55,"Kyrgyz Republic",7920623120.2686,5.57,61.9366949231229,1,1
"DE","KM","export",2019,0.547495,"Germany",3673343090742.63,2.55,"Comoros",1130604685.41085,12.47,70.7997205306476,1,1
"DE","KN","export",2019,5.192659,"Germany",3673343090742.63,2.55,"St. Kitts and Nevis",1046924638.78381,14.3,83.8980032109096,1,1
"DE","KW","export",2019,554.59363,"Germany",3673343090742.63,2.55,"Kuwait",118077765457.421,3.9,41.6438300004803,1,1
"DE","KZ","export",2019,862.914234,"Germany",3673343090742.63,2.55,"Kazakhstan",211106940610.612,5.39,58.0689984242883,1,1
"DE","LA","export",2019,22.453988,"Germany",3673343090742.63,2.55,"Lao PDR",18491844275.7106,2.72,95.6725032744461,1,1
"DE","LB","export",2019,234.117922,"Germany",3673343090742.63,2.55,"Lebanon",46727888410.6848,4.97,28.9152405833948,1,1
"DE","LC","export",2019,3.375119,"Germany",3673343090742.63,2.55,"St. Lucia",1974662679.79464,8.71,83.7789757682547,1,1
"DE","LK","export",2019,122.246076,"Germany",3673343090742.63,2.55,"Sri Lanka",97149412680.2905,16.38,80.6003007406039,1,1
"DE","LS","export",2019,3.603424,"Germany",3673343090742.63,2.55,"Lesotho",2299976266.27346,7.45,83.0495642299091,1,1
"DE","LT","export",2019,399.476422,"Germany",3673343090742.63,2.55,"Lithuania",49002127329.2631,2.55,12.0923970005041,1,1
"DE","LV","export",2019,238.600005,"Germany",3673343090742.63,2.55,"Latvia",29335802338.5259,2.55,11.5601201550849,1,1
"DE","MA","export",2019,326.277864,"Germany",3673343090742.63,2.55,"Morocco",123651944968.713,4.33,27.4406464776051,1,1
"DE","MG","export",2019,27.782414,"Germany",3673343090742.63,2.55,"Madagascar",13186360203.1442,8.89,79.1174049442277,1,1
"DE","MK","export",2019,75.465211,"Germany",3673343090742.63,2.55,"North Macedonia",11185494933.6944,3.38,13.2567445516952,1,1
"DE","ML","export",2019,45.600168,"Germany",3673343090742.63,2.55,"Mali",19167003985.7703,11.77,45.2470830018885,1,1
"DE","MM","export",2019,56.35628,"Germany",3673343090742.63,2.55,"Myanmar",75854734833.6027,3.68,90.1418057020409,1,1
"DE","MN","export",2019,71.399979,"Germany",3673343090742.63,2.55,"Mongolia",14174566537.4555,5.03,93.5644757324595,1,1
"DE","MO","export",2019,55.083211,"Germany",3673343090742.63,2.55,"Macao SAR, China",50961553655.6194,0,104.615819157525,1,1
"DE","MR","export",2019,14.342918,"Germany",3673343090742.63,2.55,"Mauritania",7171275534.84383,12.55,45.2282074779545,1,1
"DE","MT","export",2019,802.663691,"Germany",3673343090742.63,2.55,"Malta",14876818842.7753,2.55,16.6704193609189,1,1
"DE","MU","export",2019,91.688115,"Germany",3673343090742.63,2.55,"Mauritius",13871328044.4569,1.3,85.0208968848771,1,1
"DE","MV","export",2019,27.540163,"Germany",3673343090742.63,2.55,"Maldives",5460112146.92445,13.25,77.1055447745218,1,1
"DE","MW","export",2019,11.540274,"Germany",3673343090742.63,2.55,"Malawi",10842133933.7208,7.08,69.5582679932285,1,1
"DE","NE","export",2019,26.981623,"Germany",3673343090742.63,2.55,"Niger",12212475570.6373,12.18,40.613129253676,1,1
"DE","NI","export",2019,19.031964,"Germany",3673343090742.63,2.55,"Nicaragua",13096437236.4148,3.19,107.60254447735,1,1
"DE","NL","export",2019,29032.25999,"Germany",3673343090742.63,2.55,"Netherlands",854304699526.719,2.55,8.5189657823001,1,1
"DE","NO","export",2019,2619.824128,"Germany",3673343090742.63,2.55,"Norway",410249333418.695,3.24,7.85057142308125,1,1
"DE","NP","export",2019,28.942748,"Germany",3673343090742.63,2.55,"Nepal",30605298792.5448,20.2,76.0673414489352,1,1
"DE","NZ","export",2019,610.184076,"Germany",3673343090742.63,2.55,"New Zealand",202429793153.827,2.01,188.182051562732,1,1
"DE","OM","export",2019,338.797286,"Germany",3673343090742.63,2.55,"Oman",83053651985.4157,3.27,53.6718878339909,1,1
"DE","PE","export",2019,391.255905,"Germany",3673343090742.63,2.55,"Peru",215017545590.315,1.27,111.183194674375,1,1
"DE","PF","export",2019,15.260463,"Germany",3673343090742.63,2.55,"French Polynesia",5944964791.60003,6.56,177.406248664919,1,1
"DE","PG","export",2019,22.769842,"Germany",3673343090742.63,2.55,"Papua New Guinea",24719771866.5529,11.28,147.38962944892,0,1
"DE","PH","export",2019,778.66667,"Germany",3673343090742.63,2.55,"Philippines",396224439236.642,3.54,114.037651899532,1,1
"DE","PK","export",2019,222.210591,"Germany",3673343090742.63,2.55,"Pakistan",363242090361.647,12.55,62.6257014039587,0,1
"DE","PL","export",2019,8387.013282,"Germany",3673343090742.63,2.55,"Poland",577884228677.544,2.55,7.5882789880183,1,1
"DE","PT","export",2019,1533.793318,"Germany",3673343090742.63,2.55,"Portugal",221866334950.967,2.55,26.4376324681275,1,1
"DE","PY","export",2019,58.088725,"Germany",3673343090742.63,2.55,"Paraguay",40677000526.59,8.14,105.371168873031,1,1
"DE","QA","export",2019,1010.306452,"Germany",3673343090742.63,2.55,"Qatar",167371229300.128,4.13,46.8744781482301,1,1
"DE","RU","export",2019,4523.115314,"Germany",3673343090742.63,2.55,"Russian Federation",1461551317106.21,6.86,24.4951664211534,1,1
"DE","RW","export",2019,25.379811,"Germany",3673343090742.63,2.55,"Rwanda",11174486378.2125,11.64,56.9543057334192,0,1
"DE","SB","export",2019,1.460831,"Germany",3673343090742.63,2.55,"Solomon Islands",1487659506.79743,16.85,159.109643557867,1,1
"DE","SC","export",2019,21.316961,"Germany",3673343090742.63,2.55,"Seychelles",1901895701.03715,8.91,70.965938137784,1,1
"DE","SE","export",2019,6859.75496,"Germany",3673343090742.63,2.55,"Sweden",546393370721.116,2.55,8.24737071907162,1,1
"DE","SG","export",2019,4272.501324,"Germany",3673343090742.63,2.55,"Singapore",349888458531.086,1.2,103.945446541014,1,1
"DE","SI","export",2019,691.936989,"Germany",3673343090742.63,2.55,"Slovenia",50002578162.6734,2.55,6.55639479202557,1,1
"DE","SK","export",2019,1570.199784,"Germany",3673343090742.63,2.55,"Slovak Republic",99543529164.3085,2.55,5.75542029549537,1,1
"DE","SN","export",2019,43.835734,"Germany",3673343090742.63,2.55,"Senegal",22560634320.127,12.78,48.8790003489116,1,1
"DE","SR","export",2019,13.489156,"Germany",3673343090742.63,2.55,"Suriname",5256433828.6406,10.76,83.0097250012057,1,1
"DE","ST","export",2019,0.910278,"Germany",3673343090742.63,2.55,"Sao Tome and Principe",303157496.465873,10,52.7601871804004,1,1
"DE","SV","export",2019,59.628822,"Germany",3673343090742.63,2.55,"El Salvador",25779775126.5993,3.37,109.699584806254,1,1
"DE","SZ","export",2019,4.341873,"Germany",3673343090742.63,2.55,"Eswatini",4415541767.22971,8.46,80.831716277324,1,1
"DE","TG","export",2019,26.072243,"Germany",3673343090742.63,2.55,"Togo",6859436220.97836,11.83,47.9108476742678,1,1
"DE","TR","export",2019,2556.360426,"Germany",3673343090742.63,2.55,"Turkiye",997053346501.186,3.67,23.1619752611905,1,1
"DE","TZ","export",2019,50.516389,"Germany",3673343090742.63,2.55,"Tanzania",60363511324.6004,12.15,62.8041283515662,1,1
