"","X","FIPS","County","State","Edu","Inc","Pop"
"1382",2792,6111,"Ventura County","CA",33.8,38595,843843
"1383",2793,17183,"Vermilion County","IL",14.7,25307,74188
"1384",2794,22113,"Vermilion Parish","LA",14.2,25342,57359
"1385",2797,55123,"Vernon County","WI",22.4,26198,30714
"1386",2798,22115,"Vernon Parish","LA",17.5,24554,48750
"1387",2799,48469,"Victoria County","TX",20,29199,91319
"1388",2800,18167,"Vigo County","IN",25.1,25113,106153
"1389",2803,12127,"Volusia County","FL",23.7,28517,553543
"1390",2805,18169,"Wabash County","IN",18.1,27149,30976
"1391",2809,40145,"Wagoner County","OK",23.2,29415,80981
"1392",2811,37183,"Wake County","NC",52.8,40982,1129410
"1393",2812,12129,"Wakulla County","FL",18.3,25733,33764
"1394",2813,23027,"Waldo County","ME",31.4,29674,39607
"1395",2814,1127,"Walker County","AL",11.3,23882,65342
"1396",2815,13295,"Walker County","GA",16.6,24247,67654
"1397",2816,48471,"Walker County","TX",20.8,18544,76400
"1398",2817,53071,"Walla Walla County","WA",29.8,29035,62584
"1399",2819,48473,"Waller County","TX",21.1,25401,56794
"1400",2823,12131,"Walton County","FL",28.5,34475,75305
"1401",2824,13297,"Walton County","GA",21.7,27889,96673
"1402",2826,55127,"Walworth County","WI",28.8,32302,106478
"1403",2827,19179,"Wapello County","IA",18.8,26424,35437
"1404",2828,38101,"Ward County","ND",29.3,34923,69919
"1405",2830,13299,"Ware County","GA",15.2,20411,36251
"1406",2832,19181,"Warren County","IA",31.9,36496,52403
"1407",2835,21227,"Warren County","KY",32.2,28558,134554
"1408",2836,29219,"Warren County","MO",19.1,28641,35532
"1409",2837,28149,"Warren County","MS",22.4,25661,44722
"1410",2839,34041,"Warren County","NJ",33,39802,109632
"1411",2840,36113,"Warren County","NY",31.3,35271,65737
"1412",2841,39165,"Warren County","OH",43,41792,242337
"1413",2842,42123,"Warren County","PA",19.5,28230,38587
"1414",2843,47177,"Warren County","TN",14.5,22802,40953
"1415",2844,51187,"Warren County","VA",21.7,32086,40727
"1416",2845,18173,"Warrick County","IN",30.3,37466,63898
"1417",2846,49051,"Wasatch County","UT",39.9,35641,34788
"1418",2847,41065,"Wasco County","OR",19.6,27445,26670
"1419",2852,5143,"Washington County","AR",33.3,27790,245871
"1420",2859,18175,"Washington County","IN",13.4,25015,28182
"1421",2862,24043,"Washington County","MD",21.9,30464,154705
"1422",2863,23029,"Washington County","ME",22,25157,31095
"1423",2864,27163,"Washington County","MN",44.3,45822,267568
"1424",2866,28151,"Washington County","MS",17.9,20174,44922
"1425",2869,36115,"Washington County","NY",20.5,28530,61302
"1426",2870,39167,"Washington County","OH",18.8,28782,59771
"1427",2871,40147,"Washington County","OK",28.5,30847,52455
"1428",2872,41067,"Washington County","OR",44.4,39679,600372
"1429",2873,42125,"Washington County","PA",30,35537,209349
"1430",2874,47179,"Washington County","TN",31.8,29656,133001
"1431",2875,48477,"Washington County","TX",26.8,32625,35805
"1432",2876,49053,"Washington County","UT",28.1,29010,180279
"1433",2877,51191,"Washington County","VA",22.8,27524,53935
"1434",2878,50023,"Washington County","VT",41.8,35236,59807
"1435",2879,55131,"Washington County","WI",31.5,39055,136761
"1436",2880,22117,"Washington Parish","LA",11.6,20177,45463
"1437",2882,32031,"Washoe County","NV",30.8,36071,486492
"1438",2883,26161,"Washtenaw County","MI",55.9,41399,372258
"1439",2884,37189,"Watauga County","NC",42.2,26882,54086
"1440",2886,55133,"Waukesha County","WI",44.5,46073,406978
"1441",2887,55135,"Waupaca County","WI",19.9,32000,51812
"1442",2889,13305,"Wayne County","GA",13,21090,30144
"1443",2892,18177,"Wayne County","IN",18.2,26510,66553
"1444",2894,26163,"Wayne County","MI",23.9,27282,1793561
"1445",2897,37191,"Wayne County","NC",19,25277,117333
"1446",2899,36117,"Wayne County","NY",22.6,31043,91283
"1447",2900,39169,"Wayne County","OH",22.2,27884,116894
"1448",2901,42127,"Wayne County","PA",20.4,27412,51155
"1449",2904,54099,"Wayne County","WV",15.1,21553,38982
"1450",2905,47183,"Weakley County","TN",21.6,22755,32902
"1451",2906,48479,"Webb County","TX",18.9,18466,267114
"1452",2907,49057,"Weber County","UT",24.5,27828,262223
"1453",2909,19187,"Webster County","IA",19.9,26498,36999
"1454",2911,29225,"Webster County","MO",16.8,22961,39085
"1455",2915,22119,"Webster Parish","LA",15.4,18962,36967
"1456",2916,8123,"Weld County","CO",27.5,31793,328981
"1457",2917,18179,"Wells County","IN",18.2,28663,28180
"1458",2919,22121,"West Baton Rouge Parish","LA",22,29697,27199
"1459",2922,36119,"Westchester County","NY",48.9,57049,1004457
"1460",2923,42129,"Westmoreland County","PA",29.1,34274,354663
"1461",2927,26165,"Wexford County","MI",18.2,25149,33673
"1462",2928,48481,"Wharton County","TX",18,25298,41570
"1463",2929,53073,"Whatcom County","WA",34.3,32267,226847
"1464",2935,5145,"White County","AR",20.9,23702,76822
"1465",2936,13311,"White County","GA",22.7,27406,28003
"1466",2939,47185,"White County","TN",12.3,22040,27351
"1467",2941,17195,"Whiteside County","IL",18.2,29856,55691
"1468",2942,13313,"Whitfield County","GA",15.7,23974,102864
"1469",2943,18183,"Whitley County","IN",20.7,31843,34191
"1470",2944,21235,"Whitley County","KY",20.4,20547,36712
"1471",2945,53075,"Whitman County","WA",49.8,23560,47973
"1472",2948,48485,"Wichita County","TX",23.1,24872,129350
"1473",2949,24045,"Wicomico County","MD",27.2,28080,103588
"1474",2954,37193,"Wilkes County","NC",15.8,25202,65969
"1475",2958,17197,"Will County","IL",34.3,36524,696355
"1476",2960,38105,"Williams County","ND",23.6,44235,40950
"1477",2961,39171,"Williams County","OH",15.2,27124,37102
"1478",2962,45089,"Williamsburg County","SC",12.3,18257,31026
"1479",2963,17199,"Williamson County","IL",24.3,28375,67153
"1480",2964,47187,"Williamson County","TN",59.8,52702,247726
"1481",2965,48491,"Williamson County","TX",41.3,37242,609017
"1482",2967,37195,"Wilson County","NC",19.6,24790,78784
"1483",2968,47189,"Wilson County","TN",32.4,34575,147737
"1484",2969,48493,"Wilson County","TX",21.8,32312,49753
"1485",2970,50025,"Windham County","VT",38.1,32535,45905
"1486",2971,50027,"Windsor County","VT",38.2,36252,57753
"1487",2975,17201,"Winnebago County","IL",22.9,29278,285350
"1488",2976,55139,"Winnebago County","WI",28.3,32571,171730
"1489",2978,27169,"Winona County","MN",30.1,30013,49671
"1490",2982,48497,"Wise County","TX",18,29418,68632
"1491",2983,51195,"Wise County","VA",15,21500,36130
"1492",2985,39173,"Wood County","OH",33.5,32431,132248
"1493",2986,48499,"Wood County","TX",16.6,29005,44843
"1494",2987,55141,"Wood County","WI",21.6,31425,74207
"1495",2988,54107,"Wood County","WV",21.9,27725,84296
"1496",2989,19193,"Woodbury County","IA",23.1,28688,105941
"1497",2990,17203,"Woodford County","IL",33.2,37170,38467
"1498",2991,21239,"Woodford County","KY",33.8,32264,26871
"1499",2996,24047,"Worcester County","MD",29,38080,52460
"1500",3001,27171,"Wright County","MN",29.6,36260,141337
"1501",3004,20209,"Wyandotte County","KS",18.1,22335,169245
"1502",3005,36121,"Wyoming County","NY",17.7,27947,40531
"1503",3006,42131,"Wyoming County","PA",19.6,29584,26069
"1504",3008,51197,"Wythe County","VA",19,27381,28290
"1505",3009,37197,"Yadkin County","NC",11.6,25218,37214
"1506",3010,53077,"Yakima County","WA",16.7,23459,256728
"1507",3012,41071,"Yamhill County","OR",26.9,31314,107722
"1508",3016,4025,"Yavapai County","AZ",25.9,30341,236209
"1509",3017,28163,"Yazoo County","MS",13.4,19972,26743
"1510",3020,30111,"Yellowstone County","MT",32.1,34451,164731
"1511",3022,6113,"Yolo County","CA",41.4,34515,216403
"1512",3023,23031,"York County","ME",32.5,36093,211972
"1513",3025,42133,"York County","PA",24.9,32623,456438
"1514",3026,45091,"York County","SC",33.3,34010,282090
"1515",3027,51199,"York County","VA",47.1,41201,70045
"1516",3029,6115,"Yuba County","CA",17.1,25583,81575
"1517",3030,4027,"Yuma County","AZ",15,21758,203881
